author,bvid,aid,mid,created,length,comment,description,pic,play,subtitle,title
DJI大疆创新,BV18J411T7H7,69076724,232472043,1570161632,00:41,19,大疆灵眸手机云台 3 是拍摄滑板运动的利器。不论你是在碗型池內滑滑板，还是挑战酷炫的大乱动作，或是刷街寻找新的滑板地形，这款可折叠的智能云台都能助你抓拍精彩瞬间。这款云台可以拍摄画质流畅的影像，还拥有一系列智能功能，比如智能跟随 3.0、运动模式、手势控制等等。,https://i2.hdslb.com/bfs/archive/7205dfd45687b2b937660888406368d22bfa982e.jpg,2727,,DJI 灵眸手机云台 3 | 风“滑”正茂
DJI大疆创新,BV1tE411X7rt,69520084,232472043,1570096828,04:52,11,尝试创意新玩法，探索灵眸运动相机的丰富功能！,https://i1.hdslb.com/bfs/archive/9ae4d105727c65a9b8527dbde738daa61044fb8f.jpg,2091,,玩转创意 | 灵眸运动相机创意新玩法
DJI大疆创新,BV18J411T7nH,69076258,232472043,1570010446,01:03,9,日本和泰国都有许多标志性景点，例如伏见稻荷神社、祗园、东京车站、大皇宫等，因此被列为亚洲最受欢迎的两大旅游胜地。从引人注目的 cosplay 服装、日本传统剑道，到曼谷繁华喧闹的街道，大疆创作者 Le Nham Quy 用炫酷的视频将旅行中的美好瞬间定格。本视频中，你将见证他如何利用轻巧便携的灵眸手机云台 3，记录这两个国度的动人景色。,https://i1.hdslb.com/bfs/archive/6d176566ecf999f68c6db02c2698b53e22e68b19.jpg,2558,,DJI 灵眸手机云台 3 | 动态之美
DJI大疆创新,BV18J411T7ke,69075484,232472043,1569988806,01:04,10,灵眸手机云台3小巧便携可折叠，随时随地轻松创作。无论是拍摄流畅舞步、呆萌合照还是记录至爱亲朋的珍贵时光，灵眸手机云台3均可创意展现你的缤纷世界。,https://i0.hdslb.com/bfs/archive/e0f0082ad9704d2d5249756ff0b43299fcd7f8c9.jpg,2544,,DJI 灵眸手机云台 3 | 打开灵眸，创意无限
DJI大疆创新,BV1pJ411T77X,69050806,232472043,1569850203,01:04,9,一个镜头，管够！现在就Action！,https://i0.hdslb.com/bfs/archive/70bbb662d7a4e474611fc4aa80024179aea3979f.jpg,1338,,别等了！四口之家去郊游，现在就Action！
DJI大疆创新,BV1pE411X7gd,69497201,232472043,1569848454,02:00,35,为广大手机用户提供稳定、智能、易用的手机摄像体验。,https://i1.hdslb.com/bfs/archive/5e39e1ffed5a54201b1f6f7471d585728a2a9260.jpg,7537,,华为 Mate 30 系列 × 灵眸手机云台 3 | 革新影像新体验
DJI大疆创新,BV1nJ411T7PQ,69049577,232472043,1569763808,00:49,9,雪的味道，让运动灵眸先替你尝尝，现在就Action！,https://i2.hdslb.com/bfs/archive/e0e0d5d765ec524dbfd7873530dd420d402e7179.jpg,1515,,别等了！加拿大滑雪之旅，现在就Action！
DJI大疆创新,BV1iE411R7eu,69381388,232472043,1569745752,01:01,15,灵眸运动相机能助你释放创作灵感，给毛孩子用又会有哪些惊喜呢？从宠物的视角记录一个酷热的下午吧。这款相机简单易上手，无论是你的另一半、孩子，还是宠物，都可以用它拍摄动感、流畅的出彩视频。以前喊狗狗乖孩子，现在该叫它摄影师啦！,https://i0.hdslb.com/bfs/archive/13231625000d53281dc5cdbc2b4010a825a3d3ab.jpg,1902,,灵眸运动相机-创意新玩法：宠物视角
DJI大疆创新,BV1pJ411T77x,69050760,232472043,1569677420,01:01,7,哪种旅行姿势，运动灵眸都能稳定记录，现在就Action！,https://i1.hdslb.com/bfs/archive/4229e8a6c94574fd89005d0f5f657207045ce22a.jpg,1327,,"别等了！南非探险之旅,现在就Action！"
DJI大疆创新,BV19J411T7kA,69152830,232472043,1569573688,01:04,9,尝试创意新玩法，探索灵眸运动相机的丰富功能！这一快速教程视频展示了慢动作拍摄，是捕捉细节的绝妙选择，让你不错过沿途精彩。在相机中选择慢动作，设为8倍慢动作，即可以独特的拍摄角度尝试各种运镜手法。观看这个有趣的教程，拿起灵眸运动相机开拍吧！,https://i0.hdslb.com/bfs/archive/a1e86cc63bbf4697c71c8284a8cef8c68bc320ba.jpg,2311,,灵眸运动相机-创意新玩法：慢动作
DJI大疆创新,BV1HJ411T7hj,69054403,232472043,1569496623,01:04,139,为更优质的手机影像创作而生，大疆灵眸手机云台 3 为华为 Mate 30 系列用户带来一系列功能升级。华为 Mate 20 系列、P30 、荣耀系列等部分机型系统在 EMUI 10.0 及以上的版本都可适配，后续将有更多产品陆续支持。,https://i0.hdslb.com/bfs/archive/bbd2c72af031b481da9531e5dda3871eee63f1cf.jpg,26637,,灵眸手机云台 3 × Mate 30 系列 | 一靠近，就契合
DJI大疆创新,BV1oJ411M7JE,68867415,232472043,1569416426,00:16,15,"够会玩的你，还要等什么？
现在就ACTION！",https://i0.hdslb.com/bfs/archive/655349e0c80325fc11ccfee7d5dff2f41f35f12f.jpg,2069,,别等了，现在就Action | 灵眸运动相机
DJI大疆创新,BV1oJ411M7iB,68866532,232472043,1569327346,00:59,33,全面了解灵眸手机云台3，快来看看它都有什么功能吧！,https://i2.hdslb.com/bfs/archive/d1456cb9d35650a8f852e4b141d7e48af2a690f0.jpg,6820,,Osmo Mobile 灵眸手机云台3 - 全面介绍
DJI大疆创新,BV17J411w7hk,68060930,232472043,1568703019,01:01,17,"灵眸运动相机
创意新玩法#3
借位拍摄
玩转视角
释放创意",https://i1.hdslb.com/bfs/archive/3d3126a9e3f3e0550c0ac54a9b1f057dfe506c4b.jpg,2612,,"玩转视角,释放创意——灵眸运动相机借位拍摄"
DJI大疆创新,BV1eJ411P7Sh,67492521,232472043,1568295842,04:35,15,Ronin SC系列教学视频,https://i1.hdslb.com/bfs/archive/84ad6764096931a2d2b31b3acbdae76171a0e088.jpg,15562,,Ronin SC系列教学视频- 如影SC的平衡调节
DJI大疆创新,BV1uJ411P78d,67377671,232472043,1568293240,05:53,12,你的如影 S 与如影 SC，可不只是一台相机稳定器。在“油管”摄影达人 @MAKE. ART. NOW. 手中，如影还有这三个少有人知的实用玩法，能够提升你的拍摄技能！,https://i0.hdslb.com/bfs/archive/38477bf211882050733c103faeed5f8cb20aa4e9.jpg,4509,,如影系列单手持相机稳定器的 3 个隐藏技巧
DJI大疆创新,BV1GJ411K7rQ,67254729,232472043,1568120402,28:24,27,BOBOSNAP X 大疆,https://i0.hdslb.com/bfs/archive/e6dc952968bd68e733ff6e97e03cfb72da325238.jpg,3293,,「90+1」马思纯纪录片 | 穿越北疆，看见真实的马思纯
DJI大疆创新,BV1Y4411y7Ty,66722626,232472043,1567683463,00:53,42,,https://i1.hdslb.com/bfs/archive/bfbbbbedcf0a736da9f6f24216ed687328a3b289.jpg,2618,,来，选择你的最佳探险装备！
DJI大疆创新,BV1D441117ue,66485588,232472043,1567515627,01:01,12,,https://i0.hdslb.com/bfs/archive/6351d36f28a4ba40a5daa450733e02da8cd44e58.jpg,2155,,DJI大疆创新 - 平稳拍摄
DJI大疆创新,BV12441117xA,66473050,232472043,1567482086,01:00,7,"定格动画（stop-motion Animation）是通过逐格地拍摄对象然后使之连续放映，从而产生仿佛活了一般的人物或你能想象到的任何奇异角色,一台小小的灵眸相机就能满足您的所需,无论是和朋友一起,还是独自一人时,您都能通过灵眸运动相机发挥无限可能~",https://i2.hdslb.com/bfs/archive/18b8a2e21289e41fe9596caee595f8da0add9717.jpg,2393,,解锁灵眸运动相机定格动画创意新玩法
DJI大疆创新,BV12441117Qg,66472681,232472043,1567481849,00:46,7,本视频将带您解锁灵眸运动相机的各种创意新玩法~,https://i2.hdslb.com/bfs/archive/9585b8722c7f9d177c2168dcdd94ca762066242e.jpg,2297,,"如何使用灵眸运动相机,拍出各种创意小视频,刷爆朋友圈~"
DJI大疆创新,BV1a441117dN,66388934,232472043,1567431611,01:35,36,,https://i1.hdslb.com/bfs/archive/20c9b4eb7a950cc6a5b2a0216b14b52188a39194.jpg,2816,,稳定一哥“稳定鸡”的内心独白
DJI大疆创新,BV154411B75q,66044779,232472043,1567166644,00:17,28,,https://i2.hdslb.com/bfs/archive/87777468ddbd55cdbeb44da1394315c488e40a32.jpg,6019,,谁才是稳定一哥？用实力告诉你！
DJI大疆创新,BV1Q4411B7uS,65612657,232472043,1566905102,00:55,17,DJI GO 4 快速使用技巧教学视频,https://i2.hdslb.com/bfs/archive/224856855d9aa00862f6308c66e4fb394557f7ef.jpg,2280,,DJI GO 4 使用技巧 - 制作星球特效视频
DJI大疆创新,BV1Q441167oK,65481447,232472043,1566822506,00:44,48,如影 SC 端水穿越深圳，如何滴水不洒？,https://i1.hdslb.com/bfs/archive/b8c305bd25f5d938181aed0d10d18bf1e94a74a1.jpg,5997,,如影 SC 挑战端水街头狂奔、单手骑车？！
DJI大疆创新,BV1G4411r7yt,65021618,232472043,1566735342,00:35,6,Osmo Mobile 灵眸手机云台 3 教学视频，如何进入运动模式,https://i2.hdslb.com/bfs/archive/d7e6cb6dafb6c980927a50bd96a24c325a072e38.jpg,4912,,跟着大疆，一起玩转灵眸手机云台 3 - 运动模式
DJI大疆创新,BV1V4411r7PK,65020537,232472043,1566648916,00:44,28,Osmo Mobile 灵眸手机云台 3 系列教学视频，如何使用待机模式,https://i2.hdslb.com/bfs/archive/faacfdcfeb3a6299f855c447cea466470d7f4bad.jpg,4843,,跟着大疆，一起玩转灵眸手机云台 3 - 待机模式
DJI大疆创新,BV1u4411r7Uo,65013978,232472043,1566562512,00:46,9,口袋云台相机如何正确安装防水壳？,https://i2.hdslb.com/bfs/archive/7604a3e5e401693bf5f60e7a1094c9404985bfff.jpg,2349,,Osmo Pocket 口袋云台相机 - 防水壳使用教学
DJI大疆创新,BV1g4411r7rt,65012648,232472043,1566561653,01:11,7,口袋云台相机如何使用延长杆？,https://i1.hdslb.com/bfs/archive/e8d177b7026019c7b1d85bea54e1efabe96e77e0.jpg,2811,,Osmo Pocket 口袋云台相机 - 延长杆使用教学
DJI大疆创新,BV1X4411977w,64901651,232472043,1566477470,01:03,13,,https://i0.hdslb.com/bfs/archive/124dd390aaffa885cda00d6153b0e168d181f101.jpg,5806,,灵眸手机云台 3 的摄影小妙招
DJI大疆创新,BV1D4411d7wZ,64731515,232472043,1566394822,00:30,83,灵眸手机云台 3：超顺滑折叠体验，爽到停不下来！,https://i1.hdslb.com/bfs/archive/1c5fc16fd64ed1a364b15dcab3ce3ba98637cf7a.jpg,286267,,前方预警！此视频可能引起极度舒适…
DJI大疆创新,BV1W4411Z7Vv,64019051,232472043,1566036642,03:30,16,Ronin SC系列教学视频,https://i1.hdslb.com/bfs/archive/f847455610ec87d2ee6bf1771b6e2ab453033999.jpg,10206,,Ronin SC系列教学视频- 如影SC的跟焦电机安装与使用
DJI大疆创新,BV1W4411Z72V,64016640,232472043,1566036642,02:40,21,Ronin SC系列教学视频,https://i0.hdslb.com/bfs/archive/f0de3f35adfa9834f8ae3f1f0b3edabd4999d13a.jpg,8207,,Ronin SC系列教学视频- 如影SC的智能跟随
DJI大疆创新,BV1H4411Z7vC,64015849,232472043,1566036642,01:46,3,Ronin SC系列教学视频,https://i1.hdslb.com/bfs/archive/199db3538461bd1a46bcc934b7f4c9fd87e13cc9.jpg,2398,,Ronin SC系列教学视频- 如影SC的体感控制
DJI大疆创新,BV1H4411Z79L,64014832,232472043,1566036028,02:14,5,Ronin SC系列教学视频- 如影SC的手机夹安装与使用,https://i1.hdslb.com/bfs/archive/fc6fcd05206571bbd2d4f48643b6be2352f5478e.jpg,6235,,Ronin SC系列教学视频- 如影SC的手机夹安装与使用
DJI大疆创新,BV1H4411Z7XT,64014386,232472043,1566036028,01:35,4,Ronin SC系列教学视频,https://i2.hdslb.com/bfs/archive/35265f29cb6651507715fa7c9d879f048865661b.jpg,6062,,Ronin SC系列教学视频- 如影SC的快拆快装
DJI大疆创新,BV1h4411Z7iK,64011095,232472043,1565957684,05:24,14,Ronin SC系列教学视频,https://i0.hdslb.com/bfs/archive/a4c54760c77553dc787608ffbea286a62690252e.jpg,7338,,Ronin SC系列教学视频- 如影SC的兼容相机使用注意事项
DJI大疆创新,BV1a4411Z7TQ,64008799,232472043,1565956784,03:11,4,Ronin SC系列教学视频,https://i2.hdslb.com/bfs/archive/7b26524ce1a2d9f467bde255f00183831179b3b3.jpg,5046,,Ronin SC系列教学视频- 如影SC的用户参数设定
DJI大疆创新,BV184411Z7Gb,64006547,232472043,1565955849,03:29,11,Ronin SC系列教学视频,https://i0.hdslb.com/bfs/archive/6375f433baea16f921bff1acfddeff9ee611928d.jpg,42983,,Ronin SC系列教学视频- 如影SC的基础使用
DJI大疆创新,BV184411Z7k4,64005891,232472043,1565954828,02:07,6,Ronin SC系列教学视频- 如影SC的开箱与激活,https://i1.hdslb.com/bfs/archive/9850b09c4bc4f440bce44687d268c508a3d2b4f8.jpg,6450,,Ronin SC系列教学视频- 如影SC的开箱与激活
DJI大疆创新,BV1H4411D7Tx,63696688,232472043,1565777456,02:52,21,灵眸手机云台 3 拥有众多功能：全新手势控制无需操作就能自拍，Story 模式一键拍出精彩大片，智能跟随 3.0 精准识别目标不易丢，运动模式适合快速跟拍…现在就教你怎么用！,https://i2.hdslb.com/bfs/archive/fed662860cf7c01380111f723c54d97393683c38.jpg,15384,,跟着大疆，一起玩转灵眸手机云台 3 — 智能拍摄
DJI大疆创新,BV1S4411S77U,63586866,232472043,1565753450,00:39,29,灵眸手机云台 3 有多好玩？让你家爱宠告诉你！,https://i0.hdslb.com/bfs/archive/53f7e40674a3cee570d2da62d805c146314ad152.jpg,3259,,连小柴酱也爱玩的灵眸手机云台 3，快来认识一下
DJI大疆创新,BV1Y4411S7Kp,63534793,232472043,1565702139,03:17,84,从激活、安装、使用，到升级，想了解灵眸手机云台 3 的使用方法，不如跟着 DJI 大疆一起边学边玩！,https://i2.hdslb.com/bfs/archive/143668ec0f2cc39c5742be9d90de684ed4448ecb.jpg,45427,,跟着大疆，一起玩转灵眸手机云台 3 —— 使用教学
DJI大疆创新,BV1y4411Q7kb,63408697,232472043,1565701232,04:14,128,DJI 大疆创新发布灵眸手机云台 3 | 随手掌控，一拍即合,https://i1.hdslb.com/bfs/archive/5a6ab39689e35a5c52d40b6466ef8d977c7634db.jpg,11098,,DJI 大疆创新 - 灵眸手机云台 3 来了
DJI大疆创新,BV1tt411N73S,62778665,232472043,1565269210,00:16,123,2019年8月13日北京时间21时，随手掌控，一拍即合！,https://i1.hdslb.com/bfs/archive/a05c50b03f66a2d9a7a80cdf075af715e913428d.jpg,3828,,这次，玩点什么新花样？8月13日晚上9点告诉你！#大疆上新了#
DJI大疆创新,BV1rt411M7X7,62327028,232472043,1564995018,35:39,42,机甲大师 S1 源自享誉全球的机器人教育竞技平台——RoboMaster 机甲大师赛，秉承寓教于乐的设计理念，是 DJI 大疆创新首款教育机器人。你将为它打造独门绝技，在挑战对手的过程中收获知识，超越自我，玩出名堂！,https://i2.hdslb.com/bfs/archive/8c4e2465a9e043cb7bb38dec662417f811b6cf7f.jpg,7190,,DJI 机甲大师RoboMaster S1教育机器人-入门教学
DJI大疆创新,BV1Lt411F7mn,61760919,232472043,1564671805,01:48,12,为了让您获得更好的飞行体验，本视频将介绍如何调整系统的录像参数以及如何回放录制好的视频。,https://i2.hdslb.com/bfs/archive/6174ce678a97533c8b371ebfb6f3641ced4450bf.jpg,2254,,DJI FPV数字图传系统——录像与回放
DJI大疆创新,BV15t411F7TG,61759377,232472043,1564664126,00:53,22,DJI FPV 数字图传系统具有“观众模式”，方便您查看飞手的实时飞行画面,https://i2.hdslb.com/bfs/archive/20132b0bfbe7e132da89efbeb2fb9053e466f8bc.jpg,4532,,DJI FPV数字图传系统——观众模式
DJI大疆创新,BV15t411F7Dx,61755392,232472043,1564662564,02:39,7,为了让您获得更好的飞行体验，本视频将向您介绍如何调整飞行眼镜显示画面和相机录像的参数。,https://i0.hdslb.com/bfs/archive/0fa2da910c3d3559db212635c8c538c1e2177cd1.jpg,2941,,DJI FPV数字图传系统——聚焦模式及飞行眼镜设置
DJI大疆创新,BV1Vt411F7dZ,61758499,232472043,1564660444,01:25,27,当您首次开启 DJI FPV 数字图传系统时，需完成设备对频，随后系统将会被分配到公共频道。为了让您获得更好的飞行体验，建议您不要使用公共频道飞行,https://i1.hdslb.com/bfs/archive/c8d9d3cfd5e884477368d9065f25432301c6e954.jpg,3850,,DJI FPV数字图传系统——频道选择及强盗逻辑
DJI大疆创新,BV15t411F7hw,61756589,232472043,1564659391,00:55,22,DJI FPV 数字图传系统支持快捷调整 Betaflight 飞控的 PID 参数，本视频将向你介绍如何调整相关参数,https://i1.hdslb.com/bfs/archive/678a267b8a8e291c15a07facae92c4a204727e54.jpg,3586,,DJI FPV数字图传系统——PID设置
DJI大疆创新,BV1Vt411F78Q,61753235,232472043,1564658565,03:12,30,本视频将为您讲解如何通过飞行眼镜设置遥控器的参数。,https://i0.hdslb.com/bfs/archive/aedac34e0226226dfb63517ebc34f8e3a29eade7.jpg,5636,,DJI FPV数字图传系统——遥控器设置
DJI大疆创新,BV1Ht411F7YE,61749293,232472043,1564656664,01:22,18,,https://i1.hdslb.com/bfs/archive/0be0799c2dc9f84b7b3ba7a51d85bef4d148f522.jpg,1767,,DJI FPV数字图传系统——更换相机同轴线
DJI大疆创新,BV1nt411F7Lg,61746987,232472043,1564655290,01:05,11,,https://i1.hdslb.com/bfs/archive/e5410ef5bb58faf52a37c7b4df16cd0e1f01055b.jpg,1992,,DJI FPV数字图传系统——更换相机
DJI大疆创新,BV1Et411F7oS,61742597,232472043,1564653895,04:20,68,本视频将向你介绍如何使用 Betaflight 地面站软件进行 F4 飞控参数设置,https://i2.hdslb.com/bfs/archive/b17bce73321df516b3c7276a30af7781a84278c5.jpg,9720,,DJI FPV数字图传系统——Betaflight飞控设置
DJI大疆创新,BV1Et411F7HB,61736900,232472043,1564651433,01:31,9,本视频将向你介绍如何升级 DJI FPV 数字图传系统各组件的固件,https://i0.hdslb.com/bfs/archive/82ca693fca96149b21a69ae9744bd059e34f7bc6.jpg,2380,,DJI FPV数字图传系统——固件升级
DJI大疆创新,BV1Et411F7r9,61735847,232472043,1564650932,01:14,8,首次使用 DJI FPV 数字图传系统，您需要为飞行眼镜、遥控器和天空端对频,https://i1.hdslb.com/bfs/archive/e2137cc666902b09b899bf8e855918a846e9a26d.jpg,5728,,DJI FPV数字图传系统——对频
DJI大疆创新,BV1Kt411F7Xx,61733108,232472043,1564650188,01:50,20,DJI FPV 数字图传系统包含：飞行眼镜、天空端和遥控器四个组件；首次使用该系统时，需要分别激活上述组件,https://i2.hdslb.com/bfs/archive/5de20493942bca01d238c91da6274c4b0ba74ac1.jpg,4288,,DJI FPV数字图传系统——激活
DJI大疆创新,BV1Nt411F7eY,61730341,232472043,1564648831,01:52,35,当您首次拿到 DJI FPV 数字图传系统时，需要先将 DJI FPV 天空端安装到您的飞行器上，以便进行后续操作,https://i1.hdslb.com/bfs/archive/9e0b8cf6ff11d62138610bfb95d918cb73540f3d.jpg,10126,,DJI FPV数字图传系统——飞控与图传安装
DJI大疆创新,BV1Kt411F7PG,61728167,232472043,1564648746,02:53,26,DJI FPV 数字图传系统是 DJI 大疆创新为穿越飞行打造的高清晰度、低延时图传解决方案，由飞行眼镜、天空端、遥控器組成,https://i1.hdslb.com/bfs/archive/bba7b1e1e7732d3e0a374f455b2a7c39a0620c00.jpg,3378,,DJI FPV数字图传系统——硬件概览
DJI大疆创新,BV1Y4411f7Pu,61622306,232472043,1564580117,02:53,183,穿越机可为爱好者们带来无拘无束的飞行体验。飞手可以操控穿越机在美景上空翱翔，也可在绚烂的赛道上疾速竞技。DJI 大疆推出全新 DJI FPV 数字图传系统，让人们体验这非凡的畅快感。观看视频，了解这套高度整合的图传系统所提供的独特飞行体验。,https://i1.hdslb.com/bfs/archive/0cfe0150a193d27fabe60cae10db0564df859560.jpg,14099,,DJI 大疆创新 - DJI FPV 数字图传系统
DJI大疆创新,BV19t411g7no,59605908,232472043,1563372366,03:03,50,如影 SC 产品介绍视频里的动感画面是如何拍摄的呢？我们的摄影团队来到南非开普敦，在不同场景进行拍摄。如影 SC 轻小便携，性能强大，不论是登上桌山，还是在海边记录快节奏的足球比赛，均能轻松捕捉理想画面。,https://i1.hdslb.com/bfs/archive/3e68ccd8a3ae5d273bc6bb09f90eeb04dd5bbafb.jpg,6119,,DJI 大疆创新 - 如影 SC 拍摄花絮
DJI大疆创新,BV1rt411g7Zt,59602288,232472043,1563371065,02:55,43,,https://i0.hdslb.com/bfs/archive/498588a31a1292da7541812f8362e65018448a88.jpg,4803,,DJI 大疆创新 - 如影 SC 产品介绍
DJI大疆创新,BV12x411d7wp,57106181,232472043,1561706402,00:53,10,"霹雳舞自1970年起开始风靡全世界。本视频由 DJI  大疆创作者 Yoram Savion  及霹雳舞者Hyuga 合作拍摄完成，展现了霹雳舞的复杂舞步、巧妙编排以及灵活律动。观看视频，看看他们如何通过 Osmo Action  灵眸运动相机及 8 倍慢动作视频，记录东京街头的炫酷街舞。
 
摄影师：来自YAK Films工作室 的Yoram Savion
http://www.yakfilms.com",https://i0.hdslb.com/bfs/archive/be5d15cfdbd98d87cbad0886ecaae3038c40fc00.jpg,2646,,DJI ­大疆创新- 灵眸运动相机– 东京霹雳舞
